candidate_id,rank,score,reasoning
CAND_0008425,18,8.449409537783,"7.8 yrs Senior NLP Engineer at Ola; career evidence in matching pipeline, offline ranking metrics, end-to-end intelligence layer ownership. Logistics/signals: Kolkata, West Bengal, ranking-eval signal."
CAND_0005649,19,8.363829620586,"7.4 yrs Senior Data Scientist at Sarvam AI; career evidence in offline ranking metrics, drift detection, semantic search. Logistics/signals: Delhi, Delhi, ranking-eval signal."
CAND_0005538,20,8.315441973411,"5.9 yrs Senior AI Engineer at Adobe; career evidence in large-scale relevance systems, ranking/retrieval systems, ranking decisions. Logistics/signals: Kolkata, West Bengal, 90d notice is a concern, 81% response rate."
CAND_0088025,21,8.206238517207,"8.6 yrs Staff Machine Learning Engineer at Yellow.ai; career evidence in offline ranking metrics, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Jaipur, Rajasthan, 90d notice is a concern, 83% response rate, ranking-eval signal."
CAND_0096142,22,8.184438871154,"5.0 yrs Applied ML Engineer at upGrad; career evidence in offline ranking metrics, retrieval, embedding. Logistics/signals: Hyderabad, Telangana, 120d notice is a concern, 84% response rate, ranking-eval signal."
CAND_0060054,23,8.171668442739,"6.4 yrs AI Engineer at Mad Street Den; career evidence in offline ranking metrics, semantic search, retrieval. Logistics/signals: Jaipur, Rajasthan, 15d notice, 86% response rate, ranking-eval signal."
CAND_0079387,24,8.169981991139,"6.9 yrs AI Engineer at Microsoft; career evidence in drift detection, semantic search, vector search. Logistics/signals: Trivandrum, Kerala, 30d notice, 81% response rate, ranking-eval signal."
CAND_0066999,25,8.111511474041,"5.9 yrs Recommendation Systems Engineer at Microsoft; career evidence in drift detection, information retrieval, retrieval. Logistics/signals: Delhi, Delhi, 15d notice, ranking-eval signal."
CAND_0086022,26,8.105413059071,"5.3 yrs Senior Applied Scientist at Sarvam AI; career evidence in offline ranking metrics, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Kolkata, West Bengal, 0d notice, ranking-eval signal."
CAND_0007412,27,8.095294837776,"7.4 yrs Applied ML Engineer at Zoho; career evidence in offline ranking metrics, embedding, embeddings. Logistics/signals: Noida, Uttar Pradesh, 120d notice is a concern, 76% response rate, ranking-eval signal."
CAND_0068351,28,8.085274031522,"6.4 yrs Lead AI Engineer at Sarvam AI; career evidence in large-scale relevance systems, ranking/retrieval systems, ranking decisions. Logistics/signals: Delhi, Delhi, 0d notice, 86% response rate, ranking-eval signal."
CAND_0010685,29,8.066910567022,"6.7 yrs NLP Engineer at Rephrase.ai; career evidence in offline ranking metrics, drift detection, semantic search. Logistics/signals: Kolkata, West Bengal, 30d notice, 83% response rate, ranking-eval signal."
CAND_0017960,30,8.009112086420,"7.7 yrs Recommendation Systems Engineer at Nykaa; career evidence in offline ranking metrics, semantic search, information retrieval. Logistics/signals: Bangalore, Karnataka, 60d notice is a concern, 72% response rate, ranking-eval signal."
CAND_0027691,31,7.973378968125,"6.5 yrs NLP Engineer at Haptik; career evidence in drift detection, semantic search, retrieval. Logistics/signals: Pune, Maharashtra, 15d notice, ranking-eval signal."
CAND_0041669,32,7.959148254294,"8.0 yrs Recommendation Systems Engineer at CRED; career evidence in semantic search, information retrieval, retrieval. Logistics/signals: Noida, Uttar Pradesh, 60d notice is a concern, 77% response rate, ranking-eval signal."
CAND_0078002,33,7.947489526874,"6.3 yrs Machine Learning Engineer at Meta; career evidence in offline ranking metrics, retrieval, embedding. Logistics/signals: Coimbatore, Tamil Nadu, 60d notice is a concern, 86% response rate, ranking-eval signal."
CAND_0098846,34,7.945174366986,"7.6 yrs AI Engineer at upGrad; career evidence in drift detection, retrieval, embedding. Logistics/signals: Indore, Madhya Pradesh, ranking-eval signal."
CAND_0039383,35,7.934014768283,"7.1 yrs Applied ML Engineer at Meesho; career evidence in offline ranking metrics, semantic search, vector search. Logistics/signals: Gurgaon, Haryana, 90d notice is a concern, ranking-eval signal."
CAND_0030953,36,7.915201116891,"7.8 yrs Search Engineer at Nykaa; career evidence in offline ranking metrics, semantic search, retrieval. Logistics/signals: Chennai, Tamil Nadu, ranking-eval signal."
CAND_0061265,37,7.907583105966,"6.6 yrs Recommendation Systems Engineer at Zoho; career evidence in drift detection, semantic search, vector search. Logistics/signals: Delhi, Delhi, 120d notice is a concern, 94% response rate, ranking-eval signal."
CAND_0091909,38,7.800034316625,"6.9 yrs Machine Learning Engineer at Rephrase.ai; career evidence in offline ranking metrics, retrieval, embedding. Logistics/signals: Bangalore, Karnataka, ranking-eval signal."
CAND_0033861,39,7.789198838102,"8.0 yrs Senior NLP Engineer at Mad Street Den; career evidence in offline experimentation, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Vizag, Andhra Pradesh, 30d notice, low 16% response rate, ranking-eval signal."
CAND_0028793,40,7.778363359579,"7.2 yrs Search Engineer at Google; career evidence in offline ranking metrics, semantic search, information retrieval. Logistics/signals: Trivandrum, Kerala, 120d notice is a concern, ranking-eval signal."
CAND_0010257,41,7.767527881057,"6.5 yrs Senior Data Scientist at Google; career evidence in offline ranking metrics, drift detection, retrieval. Logistics/signals: Noida, Uttar Pradesh, 72% response rate, ranking-eval signal."
CAND_0044883,42,7.756692402534,"6.3 yrs AI Engineer at Mad Street Den; career evidence in offline ranking metrics, drift detection, semantic search. Logistics/signals: Berlin, 90d notice is a concern, 84% response rate, ranking-eval signal."
CAND_0053695,43,7.745856924011,"5.8 yrs Recommendation Systems Engineer at Meesho; career evidence in offline ranking metrics, semantic search, retrieval. Logistics/signals: Bhubaneswar, Odisha, 15d notice, ranking-eval signal."
CAND_0064326,44,7.736438350009,"7.6 yrs Search Engineer at Sarvam AI; career evidence in offline ranking metrics, semantic search, retrieval. Logistics/signals: Gurgaon, Haryana, 94% response rate, ranking-eval signal."
CAND_0000031,45,7.709422178494,"6.0 yrs Recommendation Systems Engineer at Swiggy; career evidence in offline ranking metrics, information retrieval, retrieval. Logistics/signals: Hyderabad, Telangana, 60d notice is a concern, 91% response rate, ranking-eval signal."
CAND_0014440,46,7.708208391796,"6.4 yrs Recommendation Systems Engineer at CRED; career evidence in drift detection, retrieval, embedding. Logistics/signals: Chennai, Tamil Nadu, 60d notice is a concern, ranking-eval signal."
CAND_0005260,47,7.690047927190,"5.2 yrs Senior NLP Engineer at Netflix; career evidence in end-to-end intelligence layer ownership, hybrid retrieval, semantic search. Logistics/signals: Chennai, Tamil Nadu, 60d notice is a concern, 86% response rate, ranking-eval signal."
CAND_0070398,48,7.633768914891,"7.2 yrs Machine Learning Engineer at Genpact AI; career evidence in offline ranking metrics, semantic search, information retrieval. Logistics/signals: Kochi, Kerala, 120d notice is a concern, ranking-eval signal."
CAND_0045250,49,7.582110125795,"6.6 yrs Applied ML Engineer at Rephrase.ai; career evidence in offline ranking metrics, drift detection, vector search. Logistics/signals: Delhi, Delhi, 15d notice, 74% response rate, ranking-eval signal."
CAND_0058688,50,7.537660089120,"6.7 yrs AI Engineer at Vedantu; career evidence in drift detection, semantic search, information retrieval. Logistics/signals: Berlin, 15d notice, 74% response rate."
CAND_0068811,51,7.523823461364,"8.0 yrs Applied ML Engineer at Freshworks; career evidence in drift detection, vector search, retrieval. Logistics/signals: Pune, Maharashtra, 30d notice, ranking-eval signal."
CAND_0042100,52,7.512606842861,"7.3 yrs Machine Learning Engineer at Freshworks; career evidence in offline ranking metrics, semantic search, pinecone. Logistics/signals: Singapore, 90d notice is a concern, 87% response rate, ranking-eval signal."
CAND_0052328,53,7.495465183687,"6.5 yrs Recommendation Systems Engineer at Amazon; career evidence in drift detection, vector search, retrieval. Logistics/signals: Pune, Maharashtra, 30d notice, 79% response rate."
CAND_0083879,54,7.463607832505,"7.1 yrs Machine Learning Engineer at Ola; career evidence in offline ranking metrics, drift detection, semantic search. Logistics/signals: Noida, Uttar Pradesh, 30d notice, ranking-eval signal."
CAND_0032515,55,7.360945592851,"5.1 yrs Machine Learning Engineer at PharmEasy; career evidence in offline ranking metrics, drift detection, semantic search. Logistics/signals: Seattle, ranking-eval signal."
CAND_0044222,56,7.329960838379,"7.7 yrs AI Engineer at PolicyBazaar; career evidence in offline ranking metrics, semantic search, vector search. Logistics/signals: Vizag, Andhra Pradesh, 60d notice is a concern, ranking-eval signal."
CAND_0043228,57,7.313476723300,"6.8 yrs Applied ML Engineer at Zoho; career evidence in drift detection, semantic search, vector search. Logistics/signals: Chennai, Tamil Nadu, 30d notice, ranking-eval signal."
CAND_0018549,58,7.268395848937,"6.8 yrs Recommendation Systems Engineer at Uber; career evidence in retrieval, embedding, embeddings. Logistics/signals: Coimbatore, Tamil Nadu, 60d notice is a concern, 73% response rate, ranking-eval signal."
CAND_0007411,59,7.248141853168,"8.0 yrs Senior Machine Learning Engineer at Amazon; career evidence in offline ranking metrics, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Kochi, Kerala, 15d notice, low 12% response rate, ranking-eval signal."
CAND_0075574,60,7.173449706697,"5.7 yrs Machine Learning Engineer at Haptik; career evidence in offline ranking metrics, vector search, embedding. Logistics/signals: Bangalore, Karnataka, 60d notice is a concern, ranking-eval signal."
CAND_0075249,61,7.172385762770,"6.2 yrs Applied ML Engineer at Zomato; career evidence in semantic search, retrieval, embedding. Logistics/signals: Ahmedabad, Gujarat, 82% response rate, ranking-eval signal."
CAND_0027801,62,7.160310772780,"7.4 yrs NLP Engineer at InMobi; career evidence in drift detection, semantic search, vector search. Logistics/signals: Hyderabad, Telangana, 120d notice is a concern, ranking-eval signal."
CAND_0081053,63,7.131092370349,"5.4 yrs NLP Engineer at Glance; career evidence in drift detection, semantic search, embedding. Logistics/signals: Chandigarh, Chandigarh, 90d notice is a concern, 83% response rate."
CAND_0044855,64,7.108347643080,"6.6 yrs Senior Data Scientist at Flipkart; career evidence in semantic search, vector search, information retrieval. Logistics/signals: Coimbatore, Tamil Nadu, 60d notice is a concern, ranking-eval signal."
CAND_0055905,65,7.048036343799,"8.1 yrs Senior Machine Learning Engineer at Flipkart; career evidence in end-to-end intelligence layer ownership, hybrid retrieval, semantic search. Logistics/signals: London, 30d notice, 87% response rate, ranking-eval signal."
CAND_0041610,66,7.004778201882,"6.7 yrs Recommendation Systems Engineer at Zoho; career evidence in drift detection, retrieval, embedding. Logistics/signals: Indore, Madhya Pradesh, 30d notice, ranking-eval signal."
CAND_0093912,67,7.003864508237,"5.3 yrs Senior Data Scientist at Razorpay; career evidence in semantic search, vector search, retrieval. Logistics/signals: Chandigarh, Chandigarh, 30d notice, ranking-eval signal."
CAND_0050876,68,7.003707606567,"6.0 yrs Applied ML Engineer at Freshworks; career evidence in embedding, embeddings, sentence transformers. Logistics/signals: Kolkata, West Bengal, 90d notice is a concern, ranking-eval signal."
CAND_0093193,69,6.909984733885,"7.9 yrs Senior Machine Learning Engineer at Niramai; career evidence in large-scale relevance systems, ranking/retrieval systems, ranking decisions. Logistics/signals: Bangalore, Karnataka."
CAND_0094056,70,6.907058843360,"5.9 yrs NLP Engineer at Rephrase.ai; career evidence in drift detection, semantic search, retrieval. Logistics/signals: Chennai, Tamil Nadu, 120d notice is a concern, 82% response rate, ranking-eval signal."
CAND_0086151,71,6.895579307291,"7.7 yrs Recommendation Systems Engineer at Wysa; career evidence in semantic search, retrieval, embedding. Logistics/signals: Vizag, Andhra Pradesh, 120d notice is a concern, ranking-eval signal."
CAND_0074735,72,6.894560138061,"5.5 yrs Applied ML Engineer at Rephrase.ai; career evidence in drift detection, semantic search, vector search. Logistics/signals: Chandigarh, Chandigarh, 90d notice is a concern, 77% response rate."
CAND_0018722,73,6.892319089103,"6.6 yrs Recommendation Systems Engineer at Saarthi.ai; career evidence in semantic search, retrieval, embedding. Logistics/signals: Toronto, 90d notice is a concern, 79% response rate, ranking-eval signal."
CAND_0047721,74,6.863349082944,"7.0 yrs Senior Data Scientist at Microsoft; career evidence in information retrieval, retrieval, embedding. Logistics/signals: Coimbatore, Tamil Nadu, 90d notice is a concern, ranking-eval signal."
CAND_0094759,75,6.853726397678,"8.6 yrs Lead AI Engineer at Meta; career evidence in matching pipeline, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Mumbai, Maharashtra, 30d notice, low 11% response rate, ranking-eval signal."
CAND_0066376,76,6.833495705679,"5.7 yrs Applied ML Engineer at Dream11; career evidence in semantic search, information retrieval, retrieval. Logistics/signals: Mumbai, Maharashtra, 90d notice is a concern, ranking-eval signal."
CAND_0049538,77,6.820329074670,"5.8 yrs Applied ML Engineer at Saarthi.ai; career evidence in drift detection, vector search, retrieval. Logistics/signals: Jaipur, Rajasthan, 30d notice, 72% response rate."
CAND_0016163,78,6.797482913898,"6.7 yrs Applied ML Engineer at Dream11; career evidence in drift detection, semantic search, retrieval. Logistics/signals: Gurgaon, Haryana, 120d notice is a concern, 72% response rate, ranking-eval signal."
CAND_0058575,79,6.764643670234,"5.8 yrs AI Engineer at Krutrim; career evidence in drift detection, semantic search, retrieval. Logistics/signals: Chennai, Tamil Nadu, 90d notice is a concern, ranking-eval signal."
CAND_0057563,80,6.743700505194,"6.8 yrs NLP Engineer at Locobuzz; career evidence in semantic search, retrieval, embedding. Logistics/signals: Indore, Madhya Pradesh, 60d notice is a concern, 83% response rate, ranking-eval signal."
CAND_0040117,81,6.739873667938,"6.5 yrs Recommendation Systems Engineer at PhonePe; career evidence in retrieval, embedding, embeddings. Logistics/signals: Vizag, Andhra Pradesh, 15d notice, ranking-eval signal."
CAND_0015528,82,6.710789174706,"7.4 yrs Applied ML Engineer at Krutrim; career evidence in drift detection, information retrieval, retrieval. Logistics/signals: Coimbatore, Tamil Nadu, 30d notice."
CAND_0053591,83,6.707262068468,"5.3 yrs AI Engineer at Ola; career evidence in offline ranking metrics, semantic search, embedding. Logistics/signals: Toronto, 60d notice is a concern, 81% response rate, ranking-eval signal."
CAND_0083307,84,6.699598501030,"7.8 yrs Search Engineer at CRED; career evidence in semantic search, vector search, retrieval. Logistics/signals: Vizag, Andhra Pradesh, 120d notice is a concern, 70% response rate, ranking-eval signal."
CAND_0095528,85,6.697841020389,"5.3 yrs Senior Data Scientist at Netflix; career evidence in drift detection, semantic search, vector search. Logistics/signals: Indore, Madhya Pradesh."
CAND_0069905,86,6.662086151529,"6.6 yrs Applied ML Engineer at Sarvam AI; career evidence in semantic search, retrieval, embedding. Logistics/signals: Bhubaneswar, Odisha, 90d notice is a concern, 78% response rate, ranking-eval signal."
CAND_0065195,87,6.653010624193,"5.1 yrs Search Engineer at CRED; career evidence in drift detection, retrieval, embedding. Logistics/signals: Kolkata, West Bengal, 80% response rate."
CAND_0099401,88,6.563831096879,"7.7 yrs NLP Engineer at Dream11; career evidence in drift detection, semantic search, information retrieval. Logistics/signals: Ahmedabad, Gujarat, 90d notice is a concern, ranking-eval signal."
CAND_0024620,89,6.507454715391,"5.9 yrs AI Engineer at PharmEasy; career evidence in drift detection, semantic search, information retrieval. Logistics/signals: New York."
CAND_0060072,90,6.473813461597,"5.7 yrs Staff Machine Learning Engineer at Amazon; career evidence in offline experimentation, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Indore, Madhya Pradesh, 90d notice is a concern, low 10% response rate, ranking-eval signal."
CAND_0042029,91,6.459799358854,"6.5 yrs Senior Data Scientist at Flipkart; career evidence in offline ranking metrics, semantic search, retrieval. Logistics/signals: Delhi, Delhi, ranking-eval signal."
CAND_0065878,92,6.447990551737,"7.8 yrs Senior Data Scientist at Niramai; career evidence in vector search, retrieval, embedding. Logistics/signals: Trivandrum, Kerala, 15d notice, ranking-eval signal."
CAND_0092278,93,6.446368915660,"6.8 yrs Senior NLP Engineer at Microsoft; career evidence in offline experimentation, end-to-end intelligence layer ownership, hybrid retrieval. Logistics/signals: Pune, Maharashtra, 90d notice is a concern, low 7% response rate, ranking-eval signal."
CAND_0081686,94,6.424475296789,"6.0 yrs Search Engineer at Netflix; career evidence in semantic search, retrieval, embedding. Logistics/signals: Austin, 60d notice is a concern, 91% response rate, ranking-eval signal."
CAND_0052682,95,6.398908247777,"6.6 yrs NLP Engineer at Aganitha; career evidence in semantic search, embedding, embeddings. Logistics/signals: Vizag, Andhra Pradesh, 30d notice, 88% response rate, ranking-eval signal."
CAND_0070202,96,6.337012573403,"5.1 yrs Machine Learning Engineer at BYJU'S; career evidence in semantic search, retrieval, embedding. Logistics/signals: Jaipur, Rajasthan, 90d notice is a concern, ranking-eval signal."
CAND_0011432,97,6.314966130514,"7.6 yrs Senior Data Scientist at Amazon; career evidence in offline ranking metrics, retrieval, embedding. Logistics/signals: Chennai, Tamil Nadu, 60d notice is a concern, ranking-eval signal."
CAND_0096172,98,6.302768331195,"5.2 yrs NLP Engineer at Krutrim; career evidence in semantic search, retrieval, embedding. Logistics/signals: Chennai, Tamil Nadu, ranking-eval signal."
CAND_0062247,99,6.253084654162,"7.3 yrs AI Engineer at Google; career evidence in semantic search, vector search, information retrieval. Logistics/signals: Kochi, Kerala, 30d notice, 78% response rate, ranking-eval signal."
CAND_0007009,100,6.249595113654,"7.9 yrs Recommendation Systems Engineer at Wysa; career evidence in semantic search, retrieval, embedding. Logistics/signals: Noida, Uttar Pradesh, 30d notice, ranking-eval signal."
