label,label_notes,selection_bucket,candidate_id,v1_score,fake_risk,current_title,years,company,industry,location,headline,summary,career_history,top_skills,evidence_hits,risk_reasons,signals,claude_label,gpt_label,claude_label_notes,gpt_label_notes,consensus_rule,agreement_status,review_required,original_consensus_label,codex_reviewed_label,codex_review_decision,codex_review_issue_type,codex_review_reason
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Applied ML Engineer at Saarthi.ai, 5.8yr, Jaipur, Rajasthan. Good domain fit and exp; minor availability or notice concern. | GPT note: Relevant ML work is present but profile depth and ranking ownership are limited.",v1_top_260,CAND_0049538,0.702449,0.07,Applied ML Engineer,5.8,Saarthi.ai,Voice AI,"Jaipur, Rajasthan","Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come...","Applied ML Engineer at Saarthi.ai (40m): Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%. || Recommendation Systems Engineer at PolicyBazaar (19m): Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now used by the customer success team to prioritize outreach. Designed the model monitoring stack: data drift detection, prediction distribution checks, and alerting. Mentored a junior engineer through their first end-to-end ML project last year. || AI Engineer at Zoho (9m): Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now used by the customer success team to prioritize outreach. Designed the model monitoring stack: data drift detection, prediction distribution checks, and alerting. Mentored a junior engi...","Elasticsearch:expert/92m, Milvus:expert/91m, Recommendation Systems:advanced/59m, TTS:advanced/44m, Vector Search:advanced/41m, OpenSearch:expert/64m, PyTorch:expert/54m, Deep Learning:advanced/60m, LlamaIndex:expert/41m, QLoRA:expert/53m, LLMs:expert/38m, Learning to Rank:expert/47m",drift detection | vector search | retrieval | embedding | embeddings | milvus | opensearch | elasticsearch,low profile completeness,active=2026-05-27; open_to_work=False; response=0.72; notice=30; github=90.8; saved_30d=60,4,3,"Applied ML Engineer at Saarthi.ai, 5.8yr, Jaipur, Rajasthan. Good domain fit and exp; minor availability or notice concern.",Relevant ML work is present but profile depth and ranking ownership are limited.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Recommendation Systems Engineer at PharmEasy, 4.1yr, Pune, Maharashtra. Strong domain signals; slightly outside ideal exp band. | GPT note: Relevant search or recommendation work is present but experience is below the ideal range.",v1_top_260,CAND_0054394,0.701566,0,Recommendation Systems Engineer,4.1,PharmEasy,HealthTech,"Pune, Maharashtra","Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 4.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but m...","Recommendation Systems Engineer at PharmEasy (14m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || NLP Engineer at Netflix (34m): Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%.","Fine-tuning LLMs:expert/95m, Prompt Engineering:expert/59m, scikit-learn:expert/95m, Haystack:expert/49m, Embeddings:expert/71m, Hugging Face Transformers:advanced/44m, Pinecone:advanced/39m, Time Series:advanced/30m, Machine Learning:advanced/40m, Data Science:intermediate/33m, Node.js:intermediate/31m, MLflow:advanced/19m",semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | pinecone,,active=2026-05-04; open_to_work=True; response=0.64; notice=30; github=31.5; saved_30d=46,4,3,"Recommendation Systems Engineer at PharmEasy, 4.1yr, Pune, Maharashtra. Strong domain signals; slightly outside ideal exp band.",Relevant search or recommendation work is present but experience is below the ideal range.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Applied ML Engineer at CRED, 5.1yr, Gurgaon, Haryana. Good domain fit and exp; minor availability or notice concern. | GPT note: Career history shows semantic search work but limited ranking evaluation ownership.",v1_top_260,CAND_0020877,0.693345,0,Applied ML Engineer,5.1,CRED,Fintech,"Gurgaon, Haryana",Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from ship...","Applied ML Engineer at CRED (38m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || Senior Data Scientist at BYJU'S (22m): Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 31% for the supported categories.","LlamaIndex:expert/94m, Information Retrieval:expert/84m, QLoRA:expert/83m, scikit-learn:expert/96m, Deep Learning:expert/91m, YOLO:advanced/46m, Elasticsearch:expert/69m, PyTorch:advanced/37m, Qdrant:advanced/36m, Milvus:expert/72m, Forecasting:advanced/60m, Weaviate:expert/76m",semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,,active=2026-04-03; open_to_work=False; response=0.66; notice=60; github=74.4; saved_30d=19,4,3,"Applied ML Engineer at CRED, 5.1yr, Gurgaon, Haryana. Good domain fit and exp; minor availability or notice concern.",Career history shows semantic search work but limited ranking evaluation ownership.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Applied ML Engineer at Verloop.io, 4.2yr, Pune, Maharashtra. Strong domain signals; slightly outside ideal exp band. | GPT note: Relevant search or recommendation work is present but experience is below the ideal range.",v1_top_260,CAND_0064270,0.690062,0,Applied ML Engineer,4.2,Verloop.io,Conversational AI,"Pune, Maharashtra","Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 4.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has co...","Applied ML Engineer at Verloop.io (37m): Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell time vs. downstream conversion) — that work was as important as the modeling itself. || AI Engineer at Uber (13m): Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%.","Hugging Face Transformers:expert/96m, Haystack:expert/94m, Learning to Rank:expert/88m, BM25:expert/90m, LlamaIndex:expert/60m, PyTorch:expert/44m, Machine Learning:expert/73m, Embeddings:expert/42m, OpenSearch:advanced/59m, PEFT:expert/38m, Elasticsearch:expert/45m, Angular:intermediate/32m",offline metrics | semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,,active=2026-03-20; open_to_work=False; response=0.82; notice=45; github=-1; saved_30d=22,4,3,"Applied ML Engineer at Verloop.io, 4.2yr, Pune, Maharashtra. Strong domain signals; slightly outside ideal exp band.",Relevant search or recommendation work is present but experience is below the ideal range.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=3; GPT=3. Claude note: Applied ML Engineer at Aganitha, 6.4yr, Berlin. Strong ML fit but not India-based — location miss. | GPT note: Relevant ranking work is present but seniority or evidence is not top tier.",v1_top_260,CAND_0052335,0.686326,0,Applied ML Engineer,6.4,Aganitha,AI/ML,Berlin,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main...","Applied ML Engineer at Aganitha (44m): Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%. || AI Engineer at Wysa (32m): Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 31% for the supported categories.","PyTorch:expert/83m, Learning to Rank:expert/49m, NLP:expert/79m, LangChain:expert/72m, Sentence Transformers:expert/43m, GANs:advanced/37m, LlamaIndex:advanced/48m, Semantic Search:advanced/60m, Data Science:intermediate/32m, Machine Learning:expert/36m, TTS:intermediate/16m, Diffusion Models:advanced/29m",semantic search | embedding | embeddings | sentence-transformers | sentence transformers | faiss | pinecone | learning-to-rank,,active=2026-04-10; open_to_work=True; response=0.79; notice=60; github=20.9; saved_30d=35,3,3,"Applied ML Engineer at Aganitha, 6.4yr, Berlin. Strong ML fit but not India-based — location miss.",Relevant ranking work is present but seniority or evidence is not top tier.,same_label,exact,no,3,,not_reviewed,,
3,"Consensus label 3. Claude=3; GPT=3. Claude note: Senior Data Scientist at Niramai, 5.2yr, Noida, Uttar Pradesh. ML background with domain signals; some friction. | GPT note: Career history shows semantic search work but limited ranking evaluation ownership.",v1_top_260,CAND_0079064,0.686202,0,Senior Data Scientist,5.2,Niramai,HealthTech AI,"Noida, Uttar Pradesh","Senior Data Scientist | ML, NLP, Recommendation Systems","Machine learning engineer with 5.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from...","Senior Data Scientist at Niramai (44m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || NLP Engineer at Razorpay (18m): Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 31% for the supported categories.","Semantic Search:expert/76m, OpenSearch:expert/70m, Fine-tuning LLMs:expert/95m, Pinecone:expert/90m, LlamaIndex:expert/50m, QLoRA:expert/74m, NLP:advanced/60m, Reinforcement Learning:advanced/48m, Recommendation Systems:advanced/53m, Node.js:intermediate/36m, OpenCV:intermediate/29m, ASR:intermediate/31m",semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | pinecone,,active=2026-04-13; open_to_work=True; response=0.91; notice=120; github=26.8; saved_30d=39,3,3,"Senior Data Scientist at Niramai, 5.2yr, Noida, Uttar Pradesh. ML background with domain signals; some friction.",Career history shows semantic search work but limited ranking evaluation ownership.,same_label,exact,no,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Machine Learning Engineer at Unacademy, 4.3yr, Vizag, Andhra Pradesh. Strong domain signals; slightly outside ideal exp band. | GPT note: Relevant search or recommendation work is present but experience is below the ideal range.",v1_top_260,CAND_0074225,0.675338,0,Machine Learning Engineer,4.3,Unacademy,EdTech,"Vizag, Andhra Pradesh","Machine Learning Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 4.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from s...","Machine Learning Engineer at Unacademy (26m): Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell time vs. downstream conversion) — that work was as important as the modeling itself. || Machine Learning Engineer at Mad Street Den (25m): Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. Deployment cut average ticket resolution time by 31% for the supported categories.","Milvus:expert/94m, Vector Search:expert/90m, Python:expert/71m, Machine Learning:expert/51m, Recommendation Systems:advanced/58m, Qdrant:advanced/57m, Hugging Face Transformers:expert/62m, Elasticsearch:expert/37m, Time Series:advanced/59m, ASR:advanced/27m, QLoRA:expert/51m, scikit-learn:advanced/29m",offline metrics | semantic search | vector search | retrieval | embedding | embeddings | milvus | qdrant,,active=2026-05-20; open_to_work=True; response=0.91; notice=120; github=54.3; saved_30d=53,4,3,"Machine Learning Engineer at Unacademy, 4.3yr, Vizag, Andhra Pradesh. Strong domain signals; slightly outside ideal exp band.",Relevant search or recommendation work is present but experience is below the ideal range.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=3; GPT=3. Claude note: Machine Learning Engineer at Razorpay, 6.0yr, Kolkata, West Bengal. Good title/domain fit; exp or availability slightly off. | GPT note: Relevant ranking work is present but seniority or evidence is not top tier.",v1_top_260,CAND_0051630,0.666138,0,Machine Learning Engineer,6,Razorpay,Fintech,"Kolkata, West Bengal","Machine Learning Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 6.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from ship...","Machine Learning Engineer at Razorpay (44m): Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%. || AI Engineer at InMobi (27m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.","Information Retrieval:expert/96m, Python:expert/62m, Machine Learning:expert/62m, LoRA:expert/74m, Sentence Transformers:expert/53m, OpenSearch:advanced/39m, Hugging Face Transformers:advanced/59m, Elasticsearch:expert/63m, NLP:expert/56m, Recommendation Systems:expert/40m, BentoML:advanced/21m, Embeddings:expert/50m",semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,,active=2026-04-04; open_to_work=False; response=0.51; notice=90; github=66.4; saved_30d=50,3,3,"Machine Learning Engineer at Razorpay, 6.0yr, Kolkata, West Bengal. Good title/domain fit; exp or availability slightly off.",Relevant ranking work is present but seniority or evidence is not top tier.,same_label,exact,no,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Recommendation Systems Engineer at Verloop.io, 4.1yr, Chandigarh, Chandigarh. Strong domain signals; slightly outside ideal exp band. | GPT note: Relevant search or recommendation work is present but experience is below the ideal range.",v1_top_260,CAND_0057701,0.663262,0,Recommendation Systems Engineer,4.1,Verloop.io,Conversational AI,"Chandigarh, Chandigarh","Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 4.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main...","Recommendation Systems Engineer at Verloop.io (49m): Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell time vs. downstream conversion) — that work was as important as the modeling itself.","Learning to Rank:expert/77m, Prompt Engineering:expert/76m, Python:expert/76m, Deep Learning:advanced/49m, OpenSearch:expert/53m, PEFT:expert/40m, Hugging Face Transformers:advanced/42m, TTS:advanced/30m, Machine Learning:expert/38m, TensorFlow:advanced/19m, Feature Engineering:advanced/18m, Milvus:advanced/25m",offline metrics | semantic search | retrieval | sentence-transformers | faiss | milvus | qdrant | opensearch,,active=2026-05-10; open_to_work=True; response=0.56; notice=120; github=64.7; saved_30d=9,4,3,"Recommendation Systems Engineer at Verloop.io, 4.1yr, Chandigarh, Chandigarh. Strong domain signals; slightly outside ideal exp band.",Relevant search or recommendation work is present but experience is below the ideal range.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Senior Data Scientist at Rephrase.ai, 5.7yr, Bangalore, Karnataka. Solid ML background with retrieval/ranking signals, India, available. | GPT note: Career history shows semantic search work but limited ranking evaluation ownership.",v1_top_260,CAND_0029367,0.638282,0.07,Senior Data Scientist,5.7,Rephrase.ai,AI/ML,"Bangalore, Karnataka",Senior Data Scientist | Applied ML | Building intelligent products,"Machine learning engineer with 5.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from...","Senior Data Scientist at Rephrase.ai (44m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || Applied ML Engineer at CRED (15m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || AI Engineer at Vedantu (8m): Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Designed the evaluation framework with both automatic metrics (...","Sentence Transformers:expert/95m, LangChain:expert/86m, RAG:expert/89m, Forecasting:advanced/59m, Haystack:advanced/60m, PyTorch:expert/79m, Pinecone:expert/53m, Recommendation Systems:expert/36m, FAISS:expert/90m, TensorFlow:expert/60m, NLP:expert/83m, GANs:advanced/49m",semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,low profile completeness,active=2026-05-20; open_to_work=True; response=0.77; notice=90; github=39.8; saved_30d=7,4,3,"Senior Data Scientist at Rephrase.ai, 5.7yr, Bangalore, Karnataka. Solid ML background with retrieval/ranking signals, India, available.",Career history shows semantic search work but limited ranking evaluation ownership.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Search Engineer at Saarthi.ai, 6.4yr, Coimbatore, Tamil Nadu. Good domain fit and exp; minor availability or notice concern. | GPT note: Relevant ranking work is present but seniority or evidence is not top tier.",v1_top_260,CAND_0070485,0.603419,0,Search Engineer,6.4,Saarthi.ai,Voice AI,"Coimbatore, Tamil Nadu","Search Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 6.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from ship...","Search Engineer at Saarthi.ai (26m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || Machine Learning Engineer at Dream11 (50m): Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%.","QLoRA:advanced/53m, Deep Learning:expert/54m, Recommendation Systems:expert/40m, Haystack:advanced/39m, FAISS:expert/73m, Image Classification:advanced/37m, PEFT:advanced/23m, TTS:advanced/29m, SQL:intermediate/24m, Information Retrieval:advanced/37m, Forecasting:intermediate/19m, GCP:beginner/3m",semantic search | information retrieval | retrieval | sentence-transformers | bm25 | faiss | elasticsearch | learning-to-rank,,active=2026-04-02; open_to_work=True; response=0.45; notice=120; github=26.3; saved_30d=45,4,3,"Search Engineer at Saarthi.ai, 6.4yr, Coimbatore, Tamil Nadu. Good domain fit and exp; minor availability or notice concern.",Relevant ranking work is present but seniority or evidence is not top tier.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
3,"Consensus label 3. Claude=3; GPT=3. Claude note: Recommendation Systems Engineer at Google, 4.6yr, Delhi, Delhi. Good title/domain fit; exp or availability slightly off. | GPT note: Career history shows semantic search work but limited ranking evaluation ownership.",v1_top_260,CAND_0003977,0.600853,0,Recommendation Systems Engineer,4.6,Google,Internet,"Delhi, Delhi","Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 4.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from...","Recommendation Systems Engineer at Google (49m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. || NLP Engineer at Rephrase.ai (6m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.","Python:expert/79m, Embeddings:expert/77m, Learning to Rank:expert/81m, Semantic Search:expert/36m, Prompt Engineering:advanced/58m, NLP:advanced/53m, Machine Learning:advanced/26m, Terraform:intermediate/29m, CNN:intermediate/35m, Image Classification:intermediate/19m, Object Detection:intermediate/23m, PyTorch:advanced/19m",semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | elasticsearch,,active=2026-03-18; open_to_work=False; response=0.55; notice=45; github=58.5; saved_30d=53,3,3,"Recommendation Systems Engineer at Google, 4.6yr, Delhi, Delhi. Good title/domain fit; exp or availability slightly off.",Career history shows semantic search work but limited ranking evaluation ownership.,same_label,exact,no,3,,not_reviewed,,
3,"Consensus label 3. Claude=4; GPT=3. Claude note: Search Engineer at PolicyBazaar, 4.2yr, Indore, Madhya Pradesh. Strong domain signals; slightly outside ideal exp band. | GPT note: Career history shows semantic search work but limited ranking evaluation ownership.",v1_top_260,CAND_0020708,0.559913,0,Search Engineer,4.2,PolicyBazaar,Insurance Tech,"Indore, Madhya Pradesh","Search Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 4.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from ship...","Search Engineer at PolicyBazaar (50m): Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.","LLMs:expert/73m, Learning to Rank:expert/75m, Fine-tuning LLMs:expert/80m, scikit-learn:advanced/50m, Prompt Engineering:expert/48m, Milvus:advanced/55m, TensorFlow:advanced/36m, Data Science:advanced/55m, Sentence Transformers:expert/54m, OpenCV:advanced/40m, LangChain:expert/46m, Python:expert/45m",semantic search | retrieval | sentence-transformers | sentence transformers | bm25 | faiss | milvus | elasticsearch,,active=2026-03-25; open_to_work=True; response=0.84; notice=30; github=84.3; saved_30d=52,4,3,"Search Engineer at PolicyBazaar, 4.2yr, Indore, Madhya Pradesh. Strong domain signals; slightly outside ideal exp band.",Career history shows semantic search work but limited ranking evaluation ownership.,conservative_lower_label,diff_1,optional,3,,not_reviewed,,
